scientificName,PopulationSize.range
Carcharhinus obscurus,NA
Carcharodon carcharias,NA
Alopias vulpinus,NA
Carcharhinus longimanus,NA
Sphyrna lewini,NA
Sphyrna mokarran,NA
Sphyrna zygaena,NA
Allobates juanii,NA
Craugastor coffeus,249
Pristimantis repens,NA
Phrynobatrachus chukuchuku,NA
Mandrillus sphinx,NA
Cercocebus sanjei,NA
Chlorocebus djamdjamensis,NA
Rungwecebus kipunji,NA
Hoolock hoolock,NA
Rhinoceros unicornis,2100-2200
Rhinolophus maclaudi,NA
Styloctenium mindorensis,NA
Chaerephon tomensis,NA
Notopteris neocaledonica,1500-2500
Hipposideros scutinares,8000-10000
Rousettus madagascariensis,NA
Emballonura serii,NA
Chaerephon bregullae,5000-7000
Notopteris macdonaldi,8000-10000
Macroderma gigas,4000-6000
Myotis pilosus,NA
Myotis sicarius,NA
Murina ryukyuana,NA
Myotis pruinosus,NA
Myotis yanbarensis,NA
Mirimiri acrodonta,200-1000
Pteropus faunulus,NA
Murina tenebrosa,1
Hipposideros turpis,NA
Ctenomys azarae,NA
Ctenomys latro,NA
Ctenomys pundti,NA
Ctenomys pilarensis,NA
Ctenomys bergi,NA
Ctenomys flamarioni,NA
Suncus zeylanicus,NA
Sylvisorex isabellae,NA
Crocidura miya,NA
Crocidura desperata,NA
Hylaeamys laticeps,NA
Handleyomys rhabdops,NA
Peromyscus melanurus,NA
Reithrodontomys tenuirostris,NA
Srilankamys ohiensis,NA
Melomys fraterculus,NA
Vandeleuria nolthenii,NA
Rattus montanus,NA
Millardia kondana,NA
Porcula salvania,100-250
Lepus flavigularis,292
Lepus insularis,923
Sylvilagus graysoni,NA
Allobates cepedai,NA
Allobates picachos,NA
Ectopoglossus atopoglossus,0-49
Ectopoglossus lacrimosus,NA
Atelopus sanjosei,NA
Colostethus thorntoni,NA
Atelopus elegans,NA
Atelopus glyphus,NA
Craugastor evanesco,NA
Bolitoglossa macrinii,NA
Atelopus certus,NA
Atelopus limosus,NA
Atelopus zeteki,0-49
Hyloxalus chocoensis,NA
Duellmanohyla salvavida,NA
Isthmohyla insolita,NA
Plectrohyla chrysopleura,NA
Plectrohyla exquisita,NA
Craugastor cruzi,0-49
Craugastor emleni,NA
Craugastor epochthidius,0-49
Craugastor merendonensis,0-49
Craugastor olanchano,0-49
Craugastor pechorum,NA
Craugastor saltuarius,0-49
Craugastor stadelmani,49
Bolitoglossa carri,NA
Bolitoglossa decora,NA
Bolitoglossa diaphora,NA
Bolitoglossa longissima,NA
Dendrotriton sanctibarbarus,NA
Nototriton lignicola,NA
Nototriton limnospectator,NA
Bolitoglossa oresbia,NA
Oedipina tomasi,NA
Bromeliohyla melacaena,NA
Alopias pelagicus,NA
Mobula alfredi,NA
Rhinella rubropunctata,9999
Desmalopex microleucopterus,NA
Pristimantis celator,NA
Pristimantis capitonis,NA
Pristimantis caprifer,249
Pristimantis batrachites,NA
Bolitoglossa pandi,NA
Bolitoglossa hypacra,NA
Pristimantis hectus,NA
Pristimantis myops,NA
Pristimantis leucopus,NA
Pristimantis laticlavius,NA
Pristimantis pugnax,249
Nymphargus cristinae,NA
Pristimantis racemus,NA
Pristimantis ocellatus,NA
Centrolene lynchi,NA
Pristimantis sulculus,NA
Pristimantis siopelus,NA
Pristimantis signifer,49
Oophaga lehmanni,NA
Hyloscirtus caucanus,NA
Callimedusa perinesos,NA
Epicrionops parkeri,NA
Pristimantis zoilae,NA
Pristimantis colonensis,NA
Andinobates geminisae,NA
Gastrotheca lateonota,NA
Pristimantis metabates,NA
Pristimantis proserpens,NA
Microtus bavaricus,NA
Allochrocebus lhoesti,NA
Cercopithecus diana,NA
Piliocolobus gordonorum,35000
Piliocolobus preussi,NA
Piliocolobus pennantii,NA
Piliocolobus epieni,NA
Hipposideros pendleburyi,4700
Hipposideros alongensis,9000
Astylosternus nganhanus,NA
Noblella personina,NA
Atelopus bomolochos,NA
Centrolene pipilata,NA
Hyloxalus delatorreae,49
Andinobates abditus,49
Callimedusa ecuatoriana,NA
Excidobates condor,NA
Urocitellus brunneus,1000
Oedipina kasios,NA
Nothophryne baylissi,NA
Ansonia teneritas,NA
Urocitellus nancyae,NA
Oreophrynella seegobini,NA
Andinobates victimatus,NA
Bolitoglossa yariguiensis,NA
Neoceratodus forsteri,NA
Manis crassicaudata,NA
Smutsia gigantea,NA
Manis javanica,NA
Smutsia temminckii,NA
Phataginus tetradactyla,NA
Phataginus tricuspis,NA
Manis culionensis,NA
Scylliogaleus quecketti,NA
Pseudoginglymostoma brevicaudatum,NA
Dipturus crosnieri,NA
Mobula munkiana,NA
Mobula tarapacana,NA
Mobula thurstoni,NA
Acroteriobatus leucospilus,NA
Haploblepharus kistnasamyi,NA
Widdringtonia whytei,49
Cynomys mexicanus,NA
Bolitoglossa cataguana,NA
Nototriton mime,249
Oedipina leptopoda,NA
Cryptotriton necopinus,NA
Nothophryne inagoensis,NA
Nothophryne ribauensis,NA
Rhampholeon bruessoworum,NA
Rhampholeon gorongosae,NA
Rhampholeon nebulauctor,NA
Rhampholeon tilburyi,NA
Pristimantis tamsitti,NA
Magnolia stellata,NA
Cercocebus torquatus,NA
Lepidochelys kempii,22341
Balaenoptera musculus,5000-15000
Arabitragus jayakari,2202-2324
Equus zebra,34979
Oxymycterus hucucha,NA
Callistomys pictus,NA
Dugong dugon,NA
Physeter macrocephalus,NA
Allochrocebus preussi,NA
Stegostoma tigrinum,NA
Zhangixalus yinggelingensis,NA
Ambystoma dumerilii,NA
Pseudoeurycea ahuitzotl,NA
Limnonectes fragilis,NA
Sylvirana spinulosa,NA
Buergeria oxycephala,NA
Amolops torrentis,NA
Amolops hainanensis,NA
Odorrana hainanensis,NA
Parapelophryne scalpta,NA
Glandirana minima,NA
Batrachuperus londongensis,NA
Hynobius sonani,NA
Hynobius formosanus,NA
Rana chevronta,NA
Micryletta steinegeri,NA
Rhinella arequipensis,NA
Piliocolobus semlikiensis,NA
Piliocolobus foai,NA
Piliocolobus lulindicus,NA
Opisthonema berlangai,NA
Paramesotriton aurantius,NA
Megophrys cheni,NA
Pachytriton feii,NA
Leptobrachella tengchongensis,NA
Pachytriton wuguanfui,NA
Diceros bicornis,3142
Piliocolobus badius,NA
Canis rufus,20-30
Panthera pardus,NA
Aotus miconax,NA
Sylvilagus robustus,NA
Sylvilagus tapetillus,NA
Sylvilagus cognatus,NA
Cycas fugax,0-500
Nothophryne unilurio,NA
Pseudoryx nghetinhensis,"25-750, 50-300"
Phascolarctos cinereus,"100000-500000, 300000"
Potorous longipes,3000
Petauroides volans,50000-500000
Platyrrhinus chocoensis,NA
Lycaon pictus,1409
Lonchorhina orinocensis,NA
Mesocapromys nanus,0-50
Melursus ursinus,NA
Myosorex jejei,NA
Caenolestes sangay,NA
Margaretamys christinae,NA
Rousettus obliviosus,NA
Hoolock tianxing,NA
Piliocolobus tholloni,NA
Miniopterus fuscus,NA
Hipposideros khaokhouayensis,8000-10000
Piliocolobus parmentieri,NA
Piliocolobus langi,NA
Miopithecus talapoin,NA
Lophocebus albigena,NA
Lophocebus aterrimus,NA
Coendou speratus,NA
Procolobus verus,NA
Setonix brachyurus,7500-15000
Lophuromys chercherensis,NA
Cercopithecus hamlyni,NA
Uromys vika,NA
Manis pentadactyla,NA
Piliocolobus kirkii,5862
Piliocolobus oustaleti,NA
Piliocolobus rufomitratus,NA
Piliocolobus bouvieri,NA
Piliocolobus waldroni,NA
Bolitoglossa daryorum,NA
Bolitoglossa tzultacaj,NA
Bolitoglossa xibalba,NA
Paramesotriton longliensis,NA
Megophrys sangzhiensis,NA
Craugastor galacticorhinus,NA
Galeorhinus galeus,NA
Allobates bromelicola,NA
Craugastor uno,NA
Quasipaa yei,NA
Chiropterotriton magnipes,NA
Callorhinchus callorynchus,NA
Hydrolagus matallanasi,NA
Aotus brumbacki,NA
Ateles hybridus,NA
Leontopithecus chrysopygus,1600
Pygathrix nemaeus,NA
Pygathrix cinerea,NA
Semnopithecus ajax,1400-1500
Rhinopithecus strykeri,350-400
Rhinopithecus bieti,1000
Rhinopithecus avunculus,80-100
Colobus satanas,NA
Colobus polykomos,NA
Colobus angolensis,NA
Cercopithecus erythrotis,NA
Cercopithecus erythrogaster,NA
Macaca munzala,240-250
Macaca siberu,NA
Macaca pagensis,2100-3700
Macaca sinica,NA
Macaca silenus,2400-2500
Macaca radiata,NA
Mandrillus leucophaeus,4000
Simias concolor,NA
Presbytis rubicunda,NA
Presbytis thomasi,NA
Presbytis melalophos,NA
Presbytis potenziani,NA
Presbytis frontata,NA
Presbytis femoralis,NA
Presbytis comata,1400-1500
Presbytis chrysomelas,NA
Presbytis natunae,9000
Cercocebus chrysogaster,NA
Cercocebus galeritus,100-1000
Semnopithecus johnii,9500-10000
Trachypithecus delacouri,240-250
Semnopithecus vetulus,NA
Trachypithecus poliocephalus,30-35
Trachypithecus cristatus,NA
Trachypithecus obscurus,NA
Trachypithecus phayrei,NA
Trachypithecus shortridgei,NA
Paragalago rondoensis,NA
Hylobates moloch,NA
Hylobates pileatus,47000
Hylobates albibarbis,NA
Hylobates lar,NA
Hylobates klossii,NA
Hylobates agilis,NA
Symphalangus syndactylus,NA
Nomascus concolor,1500
Nomascus siki,600
Nomascus gabriellae,NA
Nomascus hainanus,10
Nomascus nasutus,45-47
Nycticebus menagensis,NA
Nycticebus coucang,NA
Nycticebus pygmaeus,NA
Plecturocebus ornatus,NA
Presbytis mitrata,NA
Presbytis sumatranus,NA
Presbytis siberu,NA
Presbytis sabana,NA
Trachypithecus leucocephalus,230-250
Hylobates funereus,NA
Hylobates abbotti,30000-45000
Hylobates muelleri,NA
Dicerorhinus sumatrensis,30
Rhinoceros sondaicus,18
Petrogale coenensis,500-2000
Kerivoula africana,NA
Rhinolophus guineensis,NA
Rhinolophus rex,1500-2000
Boneia bidens,NA
Nyctophilus sherrini,8000-10000
Pipistrellus hanaki,NA
Chaerephon solomonis,NA
Chaerephon johorensis,NA
Eidolon dupreanum,NA
Hipposideros inornatus,NA
Nyctalus furvus,NA
Eptesicus japonensis,NA
Tadarida latouchei,200
Rhinolophus ruwenzorii,NA
Rhinolophus ziama,NA
Hesperoptenus tomesi,NA
Pteropus aldabrensis,200-250
Pteropus fundatus,NA
Pteropus gilliardorum,NA
Pteropus pelagicus,1125-2250
Pteropus nitendiensis,NA
Pteropus molossinus,NA
Pteropus ornatus,NA
Pteropus tuberculatus,NA
Murina aenea,NA
Hipposideros lamottei,NA
Hipposideros demissus,NA
Hipposideros curtus,NA
Murina rozendaali,NA
Hipposideros ridleyi,NA
Hipposideros marisae,NA
Taphozous hildegardeae,NA
Pharotis imogene,40-50
Capra nubiana,4500
Capra caucasica,3000-4000
Naemorhedus caudatus,2500-10000
Mesocapromys angelcabrerai,NA
Geocapromys ingrahami,NA
Sicista armenica,NA
Funambulus sublineatus,NA
Myosorex longicaudatus,NA
Myosorex sclateri,NA
Suncus fellowesgordoni,NA
Feroculus feroculus,NA
Microtus breweri,NA
Peromyscus dickeyi,NA
Eleutherodactylus grandis,NA
Bufo luchunnicus,NA
Macaca sylvanus,NA
Myosorex cafer,NA
Diasporus igneus,NA
Oedipina koehleri,NA
Oedipina salvadorensis,NA
Scutiger pingwuensis,NA
Lithobates tlaloci,49
Incilius cristatus,NA
Incilius spiculatus,NA
Charadrahyla altipotens,NA
Exerodonta chimalapa,NA
Bromeliohyla dendroscarta,NA
Ecnomiohyla echinata,0-49
Tlalocohyla godmani,NA
Sarcohyla hazelae,NA
Sarcohyla labedactyla,NA
Megastomatohyla mixe,49
Megastomatohyla mixomaculata,NA
Sarcohyla mykter,NA
Megastomatohyla pellita,NA
Charadrahyla pinorum,NA
Charadrahyla taeniopus,NA
Ecnomiohyla valancifer,NA
Quilticohyla acrochorda,NA
Ptychohyla zophodes,NA
Craugastor glaucus,NA
Eleutherodactylus maurus,NA
Craugastor megalotympanum,NA
Craugastor pelorus,NA
Eleutherodactylus rufescens,NA
Craugastor montanus,NA
Craugastor taylori,NA
Craugastor vulcani,NA
Lithobates chichicuahutla,NA
Lithobates johni,NA
Lithobates omiltemanus,NA
Lithobates pueblae,0-49
Ambystoma granulosum,NA
Ambystoma leorae,NA
Ambystoma rivulare,NA
Bolitoglossa alberchi,NA
Bolitoglossa engelhardti,NA
Bolitoglossa flavimembris,NA
Bolitoglossa flaviventris,NA
Bolitoglossa franklini,NA
Bolitoglossa hartwegi,NA
Chiropterotriton terrestris,NA
Cryptotriton alvarezdeltoroi,NA
Dendrotriton megarhinus,NA
Dendrotriton xolocalcae,NA
Pseudoeurycea amuzga,NA
Pseudoeurycea mixcoatl,NA
Pseudoeurycea smithi,NA
Pseudoeurycea tenchalli,NA
Pseudoeurycea teotepec,49
Pseudoeurycea tlahcuiloh,NA
Pseudoeurycea unguidentis,0-49
Thorius arboreus,NA
Thorius aureus,NA
Thorius boreas,NA
Thorius dubitus,NA
Thorius grandis,NA
Thorius infernalis,NA
Thorius lunaris,249
Thorius magnipes,NA
Thorius minutissimus,NA
Thorius munificus,NA
Thorius omiltemi,NA
Thorius pennatulus,NA
Thorius pulmonaris,NA
Thorius schmidti,NA
Thorius smithi,NA
Thorius spilogaster,249
Incilius cycladen,NA
Incilius pisinnus,NA
Craugastor ranoides,NA
Cryptotriton monzoni,NA
Rhinella chrysophora,1-50
Plectrohyla psiloderma,NA
Atlantihyla spinipollex,NA
Craugastor laevissimus,NA
Craugastor milesi,49
Lithobates miadis,NA
Bolitoglossa conanti,NA
Bolitoglossa cuchumatana,NA
Bolitoglossa helmrichi,NA
Bolitoglossa jacksoni,NA
Bolitoglossa meliana,NA
Bolitoglossa mombachoensis,NA
Bolitoglossa porrasorum,NA
Bolitoglossa synoria,NA
Bradytriton silus,NA
Cryptotriton veraepacis,NA
Dendrotriton bromeliacius,NA
Dendrotriton cuchumatanus,NA
Dendrotriton rabbi,NA
Nototriton barbouri,NA
Nototriton saslaya,NA
Nototriton stuarti,NA
Oedipina stenopodia,NA
Bolitoglossa heiroreias,NA
Craugastor chingopetaca,NA
Cryptotriton sierraminensis,NA
Dendrotriton kekchiorum,NA
Bolitoglossa suchitanensis,NA
Bolitoglossa indio,NA
Bolitoglossa insularis,NA
Odorrana wuchuanensis,NA
Limnonectes liui,NA
Liurana alpina,NA
Hynobius maoershanensis,NA
Nanorana unculuanus,NA
Amolops tuberodepressus,NA
Amolops loloensis,NA
Odorrana hejiangensis,NA
Megophrys medogensis,NA
Megophrys nankiangensis,NA
Megophrys caudoprocta,NA
Megophrys binchuanensis,NA
Pachyhynobius shangchengensis,NA
Odorrana jingdongensis,NA
Pseudohynobius puxiongensis,199
Pseudohynobius flavomaculatus,NA
Liua tsinpaensis,NA
Odorrana kuangwuensis,NA
Oreolalax pingii,NA
Oreolalax rhodostigmatus,NA
Oreolalax puxiongensis,NA
Oreolalax multipunctatus,NA
Oreolalax omeimontis,NA
Oreolalax nanjiangensis,NA
Oreolalax jingdongensis,NA
Oreolalax liangbeiensis,100
Oreolalax chuanbeiensis,NA
Leptobrachium leishanense,NA
Leptobrachium boringii,NA
Scutiger tuberculatus,NA
Scutiger muliensis,NA
Scutiger liupanensis,NA
Scutiger jiulongensis,NA
Cynops chenggongensis,NA
Tylototriton kweichowensis,NA
Tylototriton taliangensis,NA
Tylototriton shanjing,NA
Tylototriton wenxianensis,NA
Amolops aniqiaoensis,NA
Amolops medogensis,NA
Batrachuperus yenyuanensis,NA
Odorrana anlungensis,NA
Pseudohynobius shuichengensis,NA
Bufo aspinius,NA
Bufo ailaoanus,NA
Nanorana medogensis,NA
Nanorana maculosa,NA
Pseudohynobius kuankuoshuiensis,NA
Chimaera phantasma,NA
Rhinolophus willardi,NA
Rhinolophus kahuzi,NA
Murina harpioloides,NA
Hypsugo lanzai,NA
Nyctophilus corbeni,NA
Rhinolophus perditus,NA
Nycticebus javanicus,NA
Thorius maxillabrochus,NA
Funambulus obscurus,NA
Spermophilus citellus,NA
Cercocebus lunulatus,NA
Cercocebus atys,NA
Erythrocebus baumstarki,100
Cercopithecus lomamiensis,NA
Chiropterotriton miquihuanus,NA
Eleutherodactylus grunwaldi,NA
Dyacopterus rickarti,NA
Spalax graecus,NA
Spalax istricus,NA
Spalax antiquus,3550-3800
Prostherapis dunni,NA
Myersiohyla aromatica,NA
Stefania oculosa,NA
Stefania percristata,NA
Stefania breweri,NA
Tachiramantis lassoalcalai,NA
Pristimantis rivasi,NA
Tepuihyla luteolabris,NA
Cricetus cricetus,NA
Nototriton nelsoni,NA
Nototriton oreadorum,NA
Galemys pyrenaicus,NA
Allocebus trichotis,NA
Avahi laniger,NA
Daubentonia madagascariensis,NA
Eulemur mongoz,NA
Eulemur cinereiceps,NA
Eulemur collaris,NA
Eulemur fulvus,NA
Eulemur rufus,NA
Eulemur flavifrons,NA
Hapalemur aureus,50-249
Hapalemur griseus,NA
Prolemur simus,NA
Hapalemur occidentalis,NA
Indri indri,NA
Lemur catta,NA
Lepilemur dorsalis,NA
Lepilemur edwardsi,NA
Lepilemur leucopus,NA
Lepilemur microdon,NA
Lepilemur mustelinus,NA
Lepilemur ruficaudatus,NA
Lepilemur septentrionalis,40
Mirza coquereli,NA
Phaner furcifer,NA
Phaner parienti,NA
Phaner pallescens,NA
Phaner electromontis,NA
Propithecus tattersalli,4000-5000
Propithecus verreauxi,NA
Propithecus coquereli,NA
Propithecus coronatus,NA
Propithecus deckenii,NA
Propithecus diadema,NA
Propithecus edwardsi,NA
Propithecus candidus,249
Propithecus perrieri,125
Varecia variegata,NA
Varecia rubra,NA
Microcebus ravelobensis,NA
Microcebus tavaratra,NA
Microcebus sambiranensis,NA
Microcebus berthae,NA
Cheirogaleus sibreei,NA
Avahi unicolor,NA
Microcebus lehilahytsara,NA
Microcebus mamiratra,NA
Cheirogaleus crossleyi,NA
Lepilemur randrianasoloi,NA
Lepilemur fleuretae,NA
Eulemur rufifrons,NA
Microcebus mittermeieri,NA
Avahi peyrierasi,NA
Lepilemur wrightae,2000
Avahi cleesei,NA
Avahi meridionalis,NA
Lepilemur aeeclis,NA
Hapalemur meridionalis,NA
Avahi ramanantsoavanai,NA
Lepilemur jamesorum,NA
Microcebus bongolavensis,NA
Lepilemur milanoii,NA
Lepilemur mittermeieri,2500-9999
Lepilemur sahamalaza,NA
Lepilemur betsileo,NA
Lepilemur petteri,NA
Lepilemur seali,NA
Lepilemur tymerlachsoni,NA
Lepilemur ankaranensis,NA
Microcebus simmonsi,NA
Lepilemur hubbardorum,NA
Avahi betsileo,NA
Lepilemur grewcockorum,NA
Lepilemur otto,NA
Microcebus margotmarshae,NA
Microcebus arnholdi,NA
Microcebus macarthurii,NA
Lepilemur hollandorum,NA
Lepilemur scottorum,NA
Avahi mooreorum,NA
Cheirogaleus medius,NA
Cheirogaleus major,NA
Microcebus rufus,NA
Pteropus pelewensis,NA
Leptobrachium tengchongense,NA
Thorius tlaxiacus,NA
Microcebus danfossi,NA
Nomascus annamensis,NA
Isthmura corrugata,NA
Megophrys tuberogranulata,NA
Odorrana cangyuanensis,NA
Paramesotriton qixilingensis,250-1000
Paramesotriton yunwuensis,2499
Paramesotriton zhijinensis,NA
Tylototriton dabienicus,NA
Tylototriton liuyangensis,249
Tylototriton lizhengchangi,NA
Tylototriton pseudoverrucosus,2501-9999
Tylototriton yangi,NA
Pseudohynobius jinfo,NA
Cynops yunnanensis,NA
Bufo tuberospinius,NA
Haploblepharus edwardsii,NA
Haploblepharus fuscus,NA
Halaelurus natalensis,NA
Acroteriobatus annulatus,NA
Mustelus minicanis,NA
Chimaera monstrosa,NA
Mobula kuhlii,NA
Leucoraja wallacei,NA
Paragaleus leucolomatus,NA
Holohalaelurus favus,NA
Holohalaelurus punctatus,NA
Raja ocellifera,NA
Charadrahyla esperancensis,NA
Craugastor saltator,NA
Denticeps clupeoides,NA
Tetraodon pustulatus,NA
Bolitoglossa dunni,NA
Oedipina quadra,NA
Ptychohyla hypomykter,9999
Scutiger wanglangensis,NA
Charadrahyla sakbah,NA
Hyloscirtus japreria,NA
Chiropterotriton aureus,NA
Chiropterotriton nubilus,NA
Tylototriton anhuiensis,NA
Odorrana kweichowensis,NA
Eleutherodactylus erendirae,NA
Eleutherodactylus floresvillelai,NA
Eleutherodactylus jaliscoensis,NA
Eleutherodactylus manantlanensis,NA
Eleutherodactylus nietoi,NA
Nasutixalus yingjiangensis,NA
Cryptotriton xucaneborum,NA
Bolitoglossa tenebrosa,NA
Oedipina nica,NA
Megastomatohyla nubicola,NA
Isthmura naucampatepetl,NA
Pseudoeurycea anitae,249
Ambystoma ordinarium,NA
Bolitoglossa zapoteca,NA
Capricornis sumatraensis,NA
Nycticebus kayan,NA
Nycticebus bancanus,NA
Nycticebus borneanus,NA
Nycticebus hilleri,NA
Cheirogaleus shethi,NA
Cheirogaleus andysabini,NA
Cheirogaleus lavasoensis,NA
Microcebus tanosi,NA
Cheirogaleus thomasi,NA
Microcebus ganzhorni,NA
Microcebus manitatra,NA
Telmatobius scrocchii,NA
Mannophryne molinai,NA
Mobula eregoodoo,NA
Thorius papaloae,NA
Pseudoeurycea orchileucos,NA
Pseudoeurycea mystax,NA
Colobus vellerosus,975
Oryctolagus cuniculus,NA
Piliocolobus tephrosceles,NA
Mico munduruku,NA
Atelopus muisca,1-49
Lynx pardinus,156
Atelopus minutulus,0-49
Acipenser dabryanus,NA
Polyodon spathula,NA
Scaphirhynchus albus,NA
Scaphirhynchus suttkusi,NA
Scaphirhynchus platorynchus,NA
Carinotetraodon travancoricus,NA
Megalops atlanticus,NA
Sicista loriger,NA
Afrixalus clarkei,NA
Alcalus sariba,NA
Alcalus mariae,NA
Allobates ranoides,0-49
Alsodes igneus,NA
Altiphrynoides osgoodi,1-50
Ameerega cainarachi,NA
Ameerega yoshina,NA
Ameerega shihuemoy,NA
Acipenser naccarii,1-250
Camellia capitata,3-5
Mantella aurantiaca,NA
Telmatobius sanborni,NA
Bolitoglossa gomezi,NA
Pseudobatos percellens,NA
Myliobatis goodei,NA
Myliobatis freminvillii,NA
Pseudobatos lentiginosus,NA
Petropedetes euskircheni,NA
Petropedetes juliawurstnerae,NA
Pristimantis muchimuk,NA
Cryptobatrachus remotus,NA
Bolitoglossa pygmaea,NA
Bolitoglossa centenorum,NA
Bolitoglossa eremia,NA
Bolitoglossa huehuetenanguensis,NA
Bolitoglossa kaqchikelorum,NA
Bolitoglossa la,NA
Bolitoglossa ninadormida,NA
Bolitoglossa nussbaumi,NA
Bolitoglossa pacaya,NA
Aromobates tokuko,NA
Notorynchus cepedianus,NA
Centrophorus granulosus,NA
Carcharhinus brevipinna,NA
Pseudobatos horkelii,NA
Carcharhinus brachyurus,NA
Echinorhinus brucus,NA
Squalus mitsukurii,NA
Benthobatis kreffti,NA
Galeus mincaronei,NA
Mustelus fasciatus,NA
Schroederichthys saurisqualus,NA
Rhinoptera brasiliensis,NA
Urotrygon microphthalmum,NA
Sympterygia acuta,NA
Dipturus leptocaudus,NA
Gurgesiella dorsalifera,NA
Rhizoprionodon lalandii,NA
Atelopus varius,NA
Hyalinobatrachium orientale,NA
Silverstoneia nubicola,NA
Oophaga granulifera,NA
Aromobates haydeeae,0-49
Ecnomiohyla fimbrimembra,NA
Isthmohyla rivularis,2499
Isthmohyla zeteki,NA
Agalychnis lemur,NA
Strabomantis bufoniformis,NA
Craugastor punctariolus,0-49
Craugastor taurus,NA
Pseudophilautus femoralis,NA
Oedipina savagei,NA
Rhinoptera bonasus,NA
Tetronarce puelcha,NA
Dasyatis hypostigma,NA
Sphyrna media,NA
Sphyrna tudes,NA
Mustelus schmitti,NA
Mustelus higmani,NA
Isogomphodon oxyrhynchus,NA
Carcharhinus porosus,NA
Atlantoraja cyclophora,NA
Diplobatis picta,NA
Zapteryx brevirostris,NA
Pseudophilautus stuarti,NA
Rioraja agassizii,NA
Atlantoraja platana,NA
Dipturus trachydermus,NA
Dipturus mennii,NA
Bathytoshia centroura,NA
Conraua derooi,249
Phrynobatrachus schioetzi,NA
Acanthixalus sonjae,NA
Alouatta pigra,NA
Macaca tonkeana,NA
Macaca nigrescens,NA
Macaca hecki,100000
Macaca nigra,NA
Macaca maura,NA
Trachypithecus francoisi,2000-2100
Trachypithecus laotum,NA
Trachypithecus geei,6000-6500
Loris tardigradus,2000-2250
Callicebus coimbrai,250-2499
Cheracebus medemi,NA
Plecturocebus brunneus,NA
Callicebus melanochir,NA
Plecturocebus oenanthe,NA
Chiropotes utahickae,NA
Cephalopachus bancanus,NA
Tarsius tumpara,NA
Tarsius sangirensis,NA
Tarsius pelengensis,NA
Tarsius wallacei,NA
Tarsius dentatus,NA
Tarsius pumilus,NA
Tarsius tarsier,NA
Leptopelis mackayi,NA
Petropedetes newtonii,NA
Kerivoula agnella,600-750
Pteropus ualanus,1500-2250
Chalinolobus neocaledonicus,1500-2000
Chalinolobus dwyeri,NA
Acerodon leucotis,NA
Nyctimene rabori,2000-2500
Dyacopterus brooksi,NA
Mops pusillus,NA
Dobsonia emersa,NA
Dobsonia chapmani,40-50
Eonycteris robusta,NA
Nyctophilus nebulosus,150-250
Pteropus anetianus,NA
Pteropus conspicillatus,NA
Pteropus griseus,8000-9000
Desmalopex leucopterus,NA
Pteropus mariannus,NA
Anthops ornatus,NA
Miniopterus robustior,NA
Latidens salimalii,750
Elephas maximus,NA
Hyalinobatrachium orocostale,NA
Atelopus tamaense,NA
Mesoplodon perrini,500-1164
Sotalia fluviatilis,NA
Bolitoglossa omniumsanctorum,NA
Bolitoglossa zacapensis,NA
Bolitoglossa morio,NA
Oedipina chortiorum,NA
Oedipina motaguae,NA
Ambystoma mexicanum,50-1000
Incilius gemmifer,NA
Incilius tacanensis,NA
Incilius tutelarius,NA
Duellmanohyla chamulae,NA
Sarcohyla ameibothalame,NA
Dryophytes arboricola,NA
Exerodonta bivocata,NA
Sarcohyla calvicollina,0-49
Sarcohyla cembra,NA
Charadrahyla chaneque,NA
Sarcohyla charadricola,0-49
Sarcohyla chryses,NA
Sarcohyla crassa,249
Sarcohyla cyanomma,0-49
Sarcohyla cyclada,NA
Exerodonta melanomma,NA
Charadrahyla nephila,NA
Sarcohyla pachyderma,0-49
Sarcohyla pentheter,NA
Sarcohyla psarosema,0-49
Sarcohyla robertsorum,NA
Sarcohyla sabrina,0-49
Sarcohyla siopela,0-49
Sarcohyla thorectes,NA
Dryophytes walkeri,NA
Exerodonta xera,NA
Plectrohyla acanthodes,2499
Plectrohyla avia,NA
Plectrohyla hartwegi,2499
Plectrohyla ixil,NA
Plectrohyla lacertosa,NA
Plectrohyla pycnochila,0-49
Plectrohyla sagorum,NA
Quilticohyla erythromma,NA
Craugastor amniscola,NA
Craugastor brocchi,NA
Craugastor greggi,NA
Craugastor guerreroensis,NA
Craugastor matudai,NA
Craugastor palenque,NA
Craugastor pozo,NA
Craugastor spatulatus,NA
Craugastor stuarti,NA
Eleutherodactylus teretistes,NA
Lithobates dunni,NA
Ambystoma altamirani,NA
Bolitoglossa mulleri,NA
Bolitoglossa stuarti,NA
Chiropterotriton chiropterus,249
Chiropterotriton chondrostega,NA
Chiropterotriton cracens,NA
Chiropterotriton multidentatus,NA
Chiropterotriton orculus,NA
Pseudoeurycea lineola,NA
Nyctanolis pernix,NA
Parvimolge townsendi,NA
Pseudoeurycea brunnata,0-49
Isthmura gigantea,NA
Pseudoeurycea goebeli,249
Pseudoeurycea juarezi,NA
Pseudoeurycea rex,NA
Thorius macdougalli,NA
Thorius narisovalis,NA
Aquiloeurycea cafetalera,NA
Incilius fastidiosus,0-49
Incilius peripatetes,0-49
Incilius epioticus,NA
Rhinella acrolopha,NA
Colostethus latinasus,NA
Oophaga arborea,NA
Duellmanohyla uranochroa,NA
Isthmohyla angustilineata,249
Isthmohyla calypsa,0-49
